Date;RhinosAtSighting;Sex;Horn;DateBorn;Reserve
27.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
25.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
23.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
21.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
21.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
17.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
15.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
15.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
13.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
08.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
06.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
04.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.09.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
31.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
31.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
28.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
27.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
26.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
25.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
24.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
24.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
24.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
23.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
21.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
21.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
18.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
17.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
17.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
13.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
08.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
07.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
06.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
04.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.08.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
30.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
27.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
26.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
24.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
20.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
18.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
15.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
13.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
10.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
08.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
08.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
01.07.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
30.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
28.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
10.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
10.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
08.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
06.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
04.06.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
28.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
25.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
25.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
23.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
20.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
18.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
06.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.05.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
26.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
21.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
18.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
17.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
14.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
14.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
13.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
04.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
01.04.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
30.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
27.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
26.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
25.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
23.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
18.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
17.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
15.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
07.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
07.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
01.03.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
28.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
27.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
26.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
25.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
21.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
20.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.02.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
31.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
29.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
28.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
28.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
27.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
27.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
26.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
23.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
23.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
22.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
20.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
19.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
18.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
16.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
15.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
13.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
12.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
10.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
09.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
06.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
05.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
03.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
02.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
01.01.2016;ThTBM52;Male;Horned;01.01.2003;Reserve10
11.06.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.05.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.05.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.05.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.05.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.05.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.02.2020;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
16.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
07.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.12.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.11.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
19.11.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.11.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.11.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.10.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.10.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
09.10.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
09.10.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.09.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.08.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.08.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.08.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.07.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.07.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.07.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.04.2019;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.11.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
21.11.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
05.11.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.11.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
28.10.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
19.10.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
07.10.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.09.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.09.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.09.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.09.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.09.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
07.09.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.08.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.08.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.08.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
07.08.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
29.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
21.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
16.07.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
21.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
19.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
07.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.06.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
28.05.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
26.05.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.05.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.05.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.05.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
04.05.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.04.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.04.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.04.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
11.04.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
09.04.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
04.04.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.03.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.03.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
21.03.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.03.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.03.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.03.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
05.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.02.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
26.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
16.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.01.2018;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
29.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
28.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
16.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
16.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
05.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
04.12.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
28.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
26.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
09.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
04.11.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.10.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.10.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
05.10.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.10.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
11.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
05.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.09.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
11.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
07.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
06.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.08.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
30.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
29.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
22.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
19.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
04.07.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
19.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.06.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.05.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
26.05.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.05.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.05.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
18.05.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.05.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
26.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
26.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
16.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
05.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.04.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
29.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
28.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
24.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
21.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
20.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
14.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
11.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
08.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
03.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
01.03.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
25.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
15.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
13.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
02.02.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
23.01.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
21.01.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
17.01.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
12.01.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.01.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
10.01.2017;ThTBM54;Male;Horned;01.01.2002;Reserve10
31.12.2016;ThTBM54;Male;Horned;01.01.2002;Reserve10
27.12.2016;ThTBM54;Male;Horned;01.01.2002;Reserve10
